선수명,팀명,년도,타율,경기,타수,득점,홈런,출루율,장타율,출루율+장타율,득점권타율,추정득점,포지션,수비 승리 기여도,수비이닝 합계,도루시도,도루허용,도루성공률
김찬형,SSG,2023,0.229,36,48,6,1,0.275,0.354,0.629,0.417,4.4,"['3루수', '2루수', '유격수']",-0.02466666666666667,140 2/3,0.0,0.0,-
김강민,SSG,2023,0.226,70,137,20,2,0.335,0.292,0.627,0.061,16.8,"['중견수', '우익수']",-0.0335,216,3.0,2.0,66.7
김민식,SSG,2023,0.218,122,266,28,5,0.302,0.316,0.618,0.28,27.4,['포수'],1.445,786 2/3,0.0,0.0,-
전의산,SSG,2023,0.201,56,134,11,4,0.294,0.336,0.630,0.225,14.1,['1루수'],-0.299,296,2.0,0.0,0.0
조형우,SSG,2023,0.185,62,119,9,2,0.240,0.286,0.526,0.208,8.2,['포수'],0.395,312 2/3,0.0,0.0,-
이정범,SSG,2023,0.172,15,29,2,0,0.212,0.172,0.384,0.091,1.3,"['우익수', '좌익수']",-0.0315,25 1/3,0.0,0.0,-
최경모,SSG,2023,0.150,28,20,6,0,0.150,0.150,0.300,0.167,0.3,"['3루수', '2루수']",-0.14400000000000002,69,2.0,2.0,100
이재원,SSG,2023,0.091,27,44,3,0,0.128,0.114,0.242,0.1,-1.8,['포수'],0.084,134,0.0,0.0,-
이흥련,SSG,2023,0.071,16,14,1,1,0.188,0.286,0.474,0.0,0.9,['포수'],-0.21,55,0.0,0.0,-
고명준,SSG,2023,0.000,2,4,0,0,0.000,0.000,0.000,0.0,-0.4,"['1루수', '3루수']",0.037,6 1/3,0.0,0.0,-
고효준,SSG,2023,-,2,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
김건웅,SSG,2023,0.000,1,3,0,0,0.000,0.000,0.000,0.0,-0.3,['1루수'],0.0,9,0.0,0.0,-
노경은,SSG,2023,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
류효승,SSG,2023,0.000,3,3,0,0,0.250,0.000,0.250,0.0,-0.3,0,0.0,0,0.0,0.0,-
문승원,SSG,2023,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
백승건,SSG,2023,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
서진용,SSG,2023,-,3,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
이건욱,SSG,2023,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
임준섭,SSG,2023,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
채현우,SSG,2023,-,1,0,1,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
최민준,SSG,2023,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
손아섭,NC,2023,0.339,140,551,97,5,0.393,0.443,0.836,0.339,91.7,"['우익수', '좌익수']",0.027999999999999997,409,17.0,14.0,82.4
박한결,NC,2023,0.333,12,15,3,1,0.444,0.600,1.044,0.333,3.7,['좌익수'],0.018,14,0.0,0.0,-
박건우,NC,2023,0.319,130,458,70,12,0.397,0.480,0.877,0.304,84.1,"['우익수', '중견수']",-0.35100000000000003,727 2/3,12.0,7.0,58.3
박민우,NC,2023,0.316,124,452,76,2,0.381,0.405,0.786,0.309,68.6,['2루수'],1.426,874 2/3,33.0,26.0,78.8
서호철,NC,2023,0.287,114,397,50,5,0.331,0.383,0.714,0.294,48.2,"['3루수', '2루수', '유격수']",0.35333333333333333,884 2/3,9.0,4.0,44.4
박대온,NC,2023,0.286,25,28,6,0,0.364,0.393,0.757,0.0,4.5,['포수'],-0.116,69 2/3,0.0,0.0,-
권희동,NC,2023,0.285,96,309,33,7,0.388,0.405,0.793,0.327,53.4,"['좌익수', '우익수']",-0.358,697,2.0,2.0,100
마틴,NC,2023,0.283,118,435,55,17,0.360,0.455,0.815,0.317,76.0,"['중견수', '좌익수']",-0.08199999999999999,914,18.0,15.0,83.3
최보성,NC,2023,0.263,12,19,2,0,0.333,0.263,0.596,0.2,1.5,"['3루수', '1루수', '2루수']",-0.055333333333333325,44,0.0,0.0,-
최정원,NC,2023,0.260,39,50,12,0,0.315,0.400,0.715,0.375,6.3,"['2루수', '중견수']",0.028999999999999998,105 1/3,5.0,4.0,80.0
윤형준,NC,2023,0.252,82,218,17,5,0.291,0.385,0.676,0.28,23.5,['1루수'],0.085,476,2.0,1.0,50.0
천재환,NC,2023,0.239,78,163,12,2,0.288,0.331,0.619,0.224,14.4,"['중견수', '우익수', '좌익수']",0.07833333333333332,391,5.0,2.0,40.0
김형준,NC,2023,0.236,26,72,10,6,0.321,0.514,0.835,0.294,11.4,['포수'],0.616,180,0.0,0.0,-
오영수,NC,2023,0.236,70,208,21,4,0.305,0.346,0.651,0.164,22.5,['1루수'],-0.159,482,6.0,3.0,50.0
도태훈,NC,2023,0.234,117,239,41,5,0.376,0.322,0.698,0.183,33.5,"['3루수', '1루수', '2루수']",0.22433333333333336,713,3.0,2.0,66.7
김주원,NC,2023,0.233,127,403,56,10,0.328,0.340,0.668,0.267,52.1,"['유격수', '2루수']",0.34199999999999997,1045,18.0,15.0,83.3
김성욱,NC,2023,0.223,93,179,28,6,0.303,0.380,0.683,0.102,20.6,"['좌익수', '중견수', '우익수']",-0.06099999999999998,441 2/3,7.0,6.0,85.7
김한별,NC,2023,0.216,79,97,8,0,0.262,0.237,0.499,0.25,3.0,"['유격수', '2루수', '3루수']",0.076,289 2/3,3.0,0.0,0.0
김수윤,NC,2023,0.214,16,14,0,0,0.267,0.214,0.481,0.4,0.8,['3루수'],-0.136,29,0.0,0.0,-
박세혁,NC,2023,0.211,88,242,35,6,0.307,0.347,0.654,0.205,28.1,['포수'],0.169,620,2.0,1.0,50.0
조현진,NC,2023,0.200,10,5,0,0,0.200,0.200,0.400,0.0,-0.2,['유격수'],-0.048,13,0.0,0.0,-
한석현,NC,2023,0.200,27,60,5,0,0.250,0.217,0.467,0.333,2.5,"['좌익수', '중견수']",0.108,145 2/3,3.0,2.0,66.7
안중열,NC,2023,0.195,77,154,15,4,0.276,0.312,0.588,0.184,13.3,['포수'],-0.675,411 2/3,0.0,0.0,-
박석민,NC,2023,0.193,30,88,9,1,0.321,0.239,0.560,0.231,7.8,"['3루수', '1루수']",-0.289,164,0.0,0.0,-
박주찬,NC,2023,0.143,5,14,1,0,0.143,0.143,0.286,0.0,-0.1,"['3루수', '1루수']",-0.075,35,0.0,0.0,-
오장한,NC,2023,0.143,3,7,2,0,0.250,0.143,0.393,0.0,0.3,"['우익수', '좌익수']",0.0015000000000000005,17,0.0,0.0,-
박영빈,NC,2023,0.071,41,14,11,0,0.133,0.143,0.276,0.0,0.0,"['중견수', '좌익수']",0.0755,34,6.0,4.0,66.7
김시훈,NC,2023,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
류진욱,NC,2023,-,2,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
오태양,NC,2023,0.000,21,3,4,0,0.000,0.000,0.000,0.0,-0.7,"['중견수', '2루수']",-0.1,12,6.0,3.0,50.0
이용찬,NC,2023,-,2,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
전사민,NC,2023,0.000,1,1,0,0,0.000,0.000,0.000,0.0,-0.1,0,0.0,0,0.0,0.0,-
채원후,NC,2023,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
한재승,NC,2023,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
양의지,두산,2023,0.305,129,439,56,17,0.396,0.474,0.870,0.315,77.7,['포수'],1.982,773,8.0,8.0,100
홍성호,두산,2023,0.292,21,48,6,0,0.333,0.375,0.708,0.231,5.4,"['좌익수', '좌익수', '1루수']",-0.0245,50,1.0,0.0,0.0
정수빈,두산,2023,0.287,137,498,75,2,0.375,0.371,0.746,0.253,78.9,['중견수'],0.547,1111,47.0,39.0,83.0
김재호,두산,2023,0.283,91,247,32,3,0.376,0.372,0.748,0.303,35.3,"['유격수', '3루수', '3루수']",0.35800000000000004,615 1/3,4.0,4.0,100
양석환,두산,2023,0.281,140,524,73,21,0.333,0.454,0.787,0.261,81.6,['1루수'],-0.122,920 2/3,4.0,4.0,100
허경민,두산,2023,0.268,130,429,44,7,0.328,0.375,0.703,0.224,55.2,['3루수'],0.738,997 2/3,12.0,9.0,75.0
박유연,두산,2023,0.267,10,15,3,0,0.267,0.400,0.667,0.0,1.5,0,0.0,0,0.0,0.0,-
강승호,두산,2023,0.265,127,419,51,7,0.316,0.387,0.703,0.273,49.2,"['2루수', '1루수']",0.08449999999999999,964 1/3,19.0,13.0,68.4
김인태,두산,2023,0.255,47,98,8,1,0.360,0.337,0.697,0.313,12.9,0,0.0,0,3.0,2.0,66.7
로하스,두산,2023,0.253,122,403,52,19,0.345,0.474,0.819,0.255,67.1,"['좌익수', '우익수']",-0.8745,738,1.0,0.0,0.0
이유찬,두산,2023,0.243,104,210,31,1,0.316,0.310,0.626,0.17,23.3,"['2루수', '유격수', '3루수']",0.1885,589 1/3,17.0,12.0,70.6
양찬열,두산,2023,0.239,44,88,15,0,0.313,0.307,0.620,0.259,9.1,"['우익수', '좌익수', '좌익수']",0.019,232 2/3,5.0,3.0,60.0
전민재,두산,2023,0.235,19,17,3,0,0.235,0.353,0.588,0.2,-0.4,"['유격수', '유격수', '1루수']",-0.0016666666666666663,45,3.0,0.0,0.0
송승환,두산,2023,0.229,30,70,10,0,0.270,0.300,0.570,0.158,4.6,0,0.0,0,1.0,0.0,0.0
박준영,두산,2023,0.228,51,127,16,4,0.290,0.417,0.707,0.31,15.5,"['3루수', '2루수', '2루수']",0.13566666666666669,184 2/3,3.0,2.0,66.7
서예일,두산,2023,0.222,5,9,2,0,0.200,0.222,0.422,0.0,0.7,"['2루수', '2루수', '3루수']",-0.0095,42,0.0,0.0,-
김재환,두산,2023,0.220,132,405,40,10,0.343,0.331,0.674,0.264,51.8,['좌익수'],-0.749,440,4.0,3.0,75.0
조수행,두산,2023,0.219,126,219,41,1,0.298,0.251,0.549,0.236,21.3,"['우익수', '중견수', '좌익수']",0.12366666666666666,580 2/3,32.0,26.0,81.3
박계범,두산,2023,0.219,78,169,18,2,0.286,0.290,0.576,0.127,14.7,['유격수'],-0.153,267 1/3,4.0,2.0,50.0
김태근,두산,2023,0.212,41,52,9,0,0.226,0.269,0.495,0.118,1.8,0,0.0,0,3.0,0.0,0.0
박지훈,두산,2023,0.211,22,19,2,0,0.286,0.263,0.549,0.333,1.7,"['3루수', '3루수', '유격수']",-0.0315,20,1.0,1.0,100
안승한,두산,2023,0.208,22,24,1,0,0.296,0.208,0.504,0.333,1.9,0,0.0,0,1.0,1.0,100
김대한,두산,2023,0.198,33,81,10,1,0.270,0.296,0.566,0.125,6.1,"['우익수', '중견수', '중견수']",-0.326,195,4.0,1.0,25.0
안재석,두산,2023,0.188,27,64,8,1,0.221,0.297,0.518,0.118,4.9,"['3루수', '3루수', '2루수']",0.024,102,2.0,2.0,100
장승현,두산,2023,0.158,76,139,11,3,0.235,0.230,0.465,0.111,7.6,['포수'],-0.182,390 1/3,1.0,1.0,100
김민혁,두산,2023,0.138,21,29,2,0,0.250,0.172,0.422,0.125,1.2,0,0.0,0,0.0,0.0,-
신성현,두산,2023,0.083,12,12,1,0,0.267,0.083,0.350,0.2,0.2,"['1루수', '1루수', '우익수']",-0.010499999999999999,50,1.0,0.0,0.0
권민석,두산,2023,0.000,1,2,0,0,0.000,0.000,0.000,0.0,-0.2,"['유격수', '유격수']",-0.025,4,0.0,0.0,-
김민규,두산,2023,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
김정우,두산,2023,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
박신지,두산,2023,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
박정수,두산,2023,-,2,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
박치국,두산,2023,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
이형범,두산,2023,-,2,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
정철원,두산,2023,-,3,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
최승용,두산,2023,-,2,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
홍건희,두산,2023,-,4,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
